0.000000	0.519634
172.265625	1.620518
344.531250	10.837589
516.796875	16.811692
689.062500	1.804698
861.328125	8.809641
1033.593750	0.614402
1205.859375	0.905257
1378.125000	2.694778
1550.390625	0.406531
1722.656250	1.961719
1894.921875	0.296730
2067.187500	0.235902
2239.453125	1.241598
2411.718750	0.181817
2583.984375	0.773693
2756.250000	0.246148
2928.515625	0.120231
3100.781250	0.732203
3273.046875	0.116600
3445.312500	0.366885
3617.578125	0.225872
3789.843750	0.091453
3962.109375	0.494503
4134.375000	0.083977
4306.640625	0.160717
4478.906250	0.251067
4651.171875	0.074270
4823.437500	0.333391
4995.703125	0.076716
5167.968750	0.104057
5340.234375	0.213251
5512.500000	0.071353
5684.765625	0.247468
5857.031250	0.067743
6029.296875	0.078035
6201.562500	0.186902
6373.828125	0.058735
6546.093750	0.159836
6718.359375	0.076543
6890.625000	0.060308
7062.890625	0.162162
7235.156250	0.053823
7407.421875	0.105129
7579.687500	0.078609
7751.953125	0.052399
7924.218750	0.143687
8096.484375	0.053084
8268.750000	0.090971
8441.015625	0.100505
8613.281250	0.058421
8785.546875	0.132191
8957.812500	0.059007
9130.078125	0.074611
9302.343750	0.095641
9474.609375	0.053563
9646.875000	0.107775
9819.140625	0.051161
9991.406250	0.055013
10163.671875	0.095607
10335.937500	0.049790
10508.203125	0.091860
10680.468750	0.062655
10852.734375	0.048037
11025.000000	0.092668
11197.265625	0.052767
11369.531250	0.071338
11541.796875	0.064763
11714.062500	0.045464
11886.328125	0.103741
12058.593750	0.053398
12230.859375	0.068251
12403.125000	0.061485
12575.390625	0.054311
12747.656250	0.080037
12919.921875	0.053775
13092.187500	0.056205
13264.453125	0.074773
13436.718750	0.054065
13608.984375	0.073955
13781.250000	0.063688
13953.515625	0.057915
14125.781250	0.081812
14298.046875	0.043311
14470.312500	0.070104
14642.578125	0.053851
14814.843750	0.046462
14987.109375	0.087850
15159.375000	0.049704
15331.640625	0.063992
15503.906250	0.064835
15676.171875	0.042841
15848.437500	0.077139
16020.703125	0.053425
16192.968750	0.059642
16365.234375	0.068545
16537.500000	0.051931
16709.765625	0.075564
16882.031250	0.051684
17054.296875	0.053912
17226.562500	0.062779
17398.828125	0.051181
17571.093750	0.062607
17743.359375	0.053735
17915.625000	0.048694
18087.890625	0.060272
18260.156250	0.048194
18432.421875	0.069793
18604.687500	0.058534
18776.953125	0.047705
18949.218750	0.063969
19121.484375	0.049483
19293.750000	0.054614
19466.015625	0.063374
19638.281250	0.044714
19810.546875	0.059703
19982.812500	0.054764
20155.078125	0.050465
20327.343750	0.058481
20499.609375	0.051214
20671.875000	0.066898
20844.140625	0.049673
21016.406250	0.046960
21188.671875	0.067239
21360.937500	0.054078
21533.203125	0.057072
21705.468750	0.057085
21877.734375	0.049444
22050.000000	0.031959
